ID,URL,Priority,Name,Description,Automation State,Domain,Created By,Variant1,Test Type,Variant2,DO NOT UPDATE - Legacy Requirements Set Name 1,DO NOT UPDATE - Legacy Requirements Set Name 2
30917,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_934?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BSS_MAP_SetNotificationRegistration,To verify the behaviour of BSS_MAP_SetNotificationRegistration when incorrect GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,MAP,,Negative_Incorrect
30609,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1464?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,setHCIDebugMode API,Validate the API is used to enable or disable HCI Debug mode.,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
30610,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1465?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,setHFPAudioLoopBackTest API,Validate the API is used to enable HFP audio loop back testing.,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
30426,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_510?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_GAP_RemoteLMPVersionGet,To verify the behaviour of BSS_GAP_RemoteLMPVersionGet call in loop of 5,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,BSS,,Stress
31151,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2123?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,SetEventDestination,To verify the behaviour of SetEventDestination when invalid GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Negative_Invalid
31170,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2142?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetObjectInstances,To verify the behaviour of GetObjectInstances when invalid GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Negative_Invalid
31195,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2167?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Open,To verify the behaviour of PIM Open in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Stress
33094,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5742?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,With Active Call Service Connection/Disconnection,"To verify while a call is active and A2DP/AVRCP is connected, disconnecting and connecting HFP in a loop of 50 iteration",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,A2DP,Unassigned,Stress
35039,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8244?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Extended_Media_Control,To verify that the HU can switch to next title in the playlist when forward command is sent from HF,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,CTRS-CONMEDIA-502,Functional
34066,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7184?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Connect_Disconnect,To verify the accessibility set in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,BSS,1960528,Functional
35081,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8297?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Streaming / Disconnect / Connect,To verify during ongoing A2DP streaming disconnect A2DP connection from Mobile then Connect from Mobile then start streaming from Mobile,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,,Functional
35098,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8314?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Pause + Play + Forward,"To verify that the HU can pause, play and forward the audio streaming command is sent from HF",Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,CTRS-NAT-1845,Functional
30701,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1703?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,DeRegisterEvents,events from the phone service.,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Functional
35141,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8368?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Streaming + A2DP Disconnect,To verify during ongoing streaming disconnect A2DP connection from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,Media_Gen4,,Functional
32848,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5453?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetImage+ NonPersistantMemory+Favourite contact,To validate that image of any  favourite contact can be get and stored in non-persistent memory (/tmp/PHONEx ),Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,CCCONTELE-533,Functional
30697,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1638?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,DI Value Set,To verify the behaviour of BSS_DI_SetInfo call in loop of 5 times,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,DI,,Stress
30562,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1417?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,stopDeviceSearch API,Validate the API that is used to stop Device search previously started,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
30831,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1833?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Accept,To verify the accept call from HU in a loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Stress
30986,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1945?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BSS_AVRCP_CtSetAddressedPlayer,To verify the behaviour of BSS_AVRCP_CtSetAddressedPlayer call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Functional
32743,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5348?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Contact Search,To verify Search Contact by Name,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,CCCONTELE-252,Functional
31032,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1991?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BSS_AVRCP_SendKeyCmd,To verify the behaviour of BSS_AVRCP_BrowseConnect  with Incorrect Call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Negative_Incorrect
31037,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1996?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BSS_AVRCP_GetSupportedEvents,To verify the behaviour of BSS_AVRCP_GetSupportedEvents with Incorrect call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Negative_Incorrect
30915,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_932?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,MAP_SetNotificationFilter,To verify the behaviour of MAP_SetNotificationFilter when incorrect GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,MAP,,Negative_Incorrect
31112,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2071?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_AVRCP_InformCharacterSet,To verify the behaviour of BSS_AVRCP_InformCharacterSet call in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Stress
31114,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2073?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_AVRCP_CtGetFolderItems,To verify the behaviour of BSS_AVRCP_CtGetFolderItems call in loop with BSS_AVRCP_SCOPE_MEDIA_PLAYER_LIST scope,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Stress
32579,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5180?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Delete SMS on mobile,To verify notification on HU when message is deleted from connected MO,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,IOP,MAP,2259734,Functional
34280,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7449?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,2_HFP_Mobile,"To connect two Mobiles, make outgoing call from Bluephone1(Mobile1) and attend from Ref1 And then make outgoing call from Bluephone2(Mobile2) and attend from Ref2",Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,,Functional
31075,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2034?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,PBAP_PullvCardEntry,To verify the behaviour of PBAP_PullvCardEntry with Incorrect call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PBAP,,Negative_Incorrect
35163,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8390?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Rewind + Fastforward + Play,To verify that the HU can seek backward after that seek fast forward from HU.,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,Media_Gen4,,Functional
35151,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8378?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Streaming / Disconnect / Connect,To verify during ongoing A2DP streaming disconnect A2DP connection from Mobile then Connect from Mobile then start streaming from Mobile,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,Media_Gen4,,Functional
31175,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2147?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Refresh,To verify the behaviour of Refresh when incorrect GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Negative_Incorrect
31188,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2160?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,ClearObjectNotifications,To verify the behaviour of ClearObjectNotifications  with invalid parameter,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Negative_Invalid
30700,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1702?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,RegisterEvents,for the events from the phone service.,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Functional
30709,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1711?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Resume,To verify the resume call from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Functional
30846,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1848?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,GetRegisterState,To verify the GetRegisterState call from HU in a loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Stress
30969,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1928?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BSS_AVRCP_GetSupportedCompanies,To verify the behaviour of BSS_AVRCP_GetSupportedCompanies call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Functional
33895,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7008?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BT OFF (Accessibility being Connectable_only),To calculate time taken for BSS_GAP_SetBTState= BSS_GAP_BT_DISSABLE CALL to RESP when accessibility is set CONNECTABLE_ONLY,Automated,Bluetooth,"Kumar, Naveen",WiCoME,KPI,BSS,CTRS-NAT-1919,
30992,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1951?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BSS_AVRCP_Accept,To verify the behaviour of BSS_AVRCP_Accept call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Functional
34102,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7220?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BT ON OFF,To verify the GAP Close/Open in loop from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,BSS,"CTRS-NAT-1961""",Stress
35275,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8502?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Media_Search,To verify whether track can be searched using string,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,CTRS-CONMEDIA-273,Functional
30999,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1958?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,A2DP_Suspend,To verify the behaviour of A2DP_Suspend call with Invalid Syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Negative_Invalid
31125,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2084?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_AVRCP_Accept,To verify the behaviour of BSS_AVRCP_Accept call in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Stress
34037,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7150?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Pairing_Connection,To verify pairing & connection should not be established when rejected from HU while connecting AVRCP Profile,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,BSS,NA,Negative
30695,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1636?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,DI Value Get,To verify the behaviour of BSS_DI_GetInfo call with Inavlid BD address in loop of 20 when source is QUERY,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,DI,2307062,Stress
30594,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1449?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,setHfMode API,Validate the API that is used to enable /disable HF Mode,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
34077,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7195?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Connect_Disconnect,To verify HFP and A2DP connected - A2DP disconnect Mobile is succesfull,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,BSS,NA,Functional
34362,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7555?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Call Transfer,To verify Call transfer to HU automatically when call is HOLD/UNHOLD,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,HFP,2021618,Functional
34243,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7380?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Incoming Call,To verify that the HU can reject an incoming call while it is in ringing state.Repeat it 5 times,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,,Stress
34070,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7188?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Connect_Disconnect,To verify Connect HFP (Mobile) than A2DP (HU) is succesfull,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,BSS,NA,Functional
31084,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2043?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,PBAP_SetPhoneBook,To verify the behaviour of PBAP_SetPhoneBook Call in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PBAP,,Stress
32758,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5363?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,ToggledFormattedName,To verify the toggled formatted name in data fetched on HU,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CCCONTELE-457,Functional
32770,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5375?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,ToggledFormattedName,To verify searchContactsCount API when setFormattedName is 'FN GN',Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CCCONTELE-457,Functional
32847,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5452?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,PhoneTable + Favorite,To validate that Phonetable is also updated with FavIndex on adding favorite,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,CTRS-CONBTSVCS-123,Functional
32886,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5505?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,FormattedOrder + FavouriteCount+FN GN,To validate checking of contacts count in favourite after changing formatted name order  to FN GN.,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,2307823,Functional
31021,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1980?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,BSS_AVRCP_SendKeyCmd,To verify the behaviour of BSS_AVRCP_BrowseConnect call with Invalid Syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Negative_Invalid
33885,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_10282?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,GAP_Open_GAP_Close,To verify the behaviour after multiple times GAP_Open and GAP_Close.,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,GAP,"CTRS-NAT-1845""",Stress
33901,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7014?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,HFP & A2DP connected,To calculate time taken for GAP_Close when HFP & A2DP service is connected,Automated,Bluetooth,"Kumar, Naveen",WiCoME,KPI,HFP,CTRS-NAT-1942,
35085,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8301?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,"Disconnection""",To initiate A2DP connection from Mobile and reject it from HU 10 times,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,Media_Gen4,,Stress
31154,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2126?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Close,To verify the behaviour of PIM Close when invalid GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Negative_Invalid
31176,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2148?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Refresh,To verify the behaviour of Refresh when invalid GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Negative_Invalid
31196,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2168?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,SynchronizeAbort,To verify the behaviour of SynchronizeAbort in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Stress
35062,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8278?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Streaming + A2DP Connect,To verify during ongoing streaming on Mobile initiate A2DP connection from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,,Functional
32671,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5272?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,CallStack,"To verify using PB database, get call stack count for all using ' ' (MC, RC, DC)",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,MDR_ORI_BT_231,Functional
30690,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1631?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,DI Value Get,To verify the behaviour of BSS_DI_GetInfo call when source is AUTO and call is invalid,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,DI,2307062,Negative_Invalid
